,permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude,neighborhood
2996,PAA180603,LA GOURMANDINE BAKERY,5011  2ND AVE,PITTSBURGH,15207.0,450,20366,412,REMOVE FLOOR TIEL & MASTIC FROM GROUND FLOOR REAR,1200,t,2018-10-25,2018-12-30,2,t,f,2018-12-30,RENOVATION,40.4081750461914,-79.9433735591229,Hazelwood
2997,PAA180604,UPMC - MERCY HOSPITAL,1400 LOCUST ST,PITTSBURGH,15219.0,850,4381,326,REMOVE ROOF BUILD UP ON 4TH FLOOR AND ACM CAULKING FROM PENTHOUSE OF EMIRE BUILDING; ROOF BUILD UP FROM 5KV IN VOLT BUILDING; ASPHALT FLASHING ON PARKING GARAGE EXIT ROOF; & RESIDUAL CAULKING FRON ST. ANNE'S WALL IN BOILER BUILDING,4395,t,2018-10-24,2019-10-23,2,f,f,2019-10-23,RENOVATION,40.4360439740714,-79.9854587006851,Bluff
2998,PAA180595,131 BIGHAM STREET,,PITTSBURGH,15211.0,850,20364,412,"REMOVE FL TILE, STAIRTREADS & MASTIC FROM 2ND FL CLASSROOMS, 1ST FL ENTRANCE, CHAPEL & STAGE, BASEMENT STAIRS, KITCHEN, STORAGE & HALLWAY; PIPE FITTINGS & TANK INSULATION FROM 1ST FL STAGE, BASEMENT & BOILER RM; & WINDOW WITH GLAZING IN BASEMENT-CAFETERIA",6390,t,2018-10-17,2019-10-16,2,t,t,2018-12-30,RENOVATION,40.4397493680815,-80.0282994643649,Duquesne Heights
3001,PAA180610,ALLEGHENY GENERAL HOSPITAL - GI LAB,320 E NORTH AVE,PITTSBURGH,15212.0,850,407270,357,REMOVE VCT & BLACK FLOOR TILE MASTIC FROM 2ND FLOOR GI LAB MEDICAL STAFF OFFICES,8000,t,2018-10-29,2019-01-31,2,f,t,2018-12-31,RENOVATION,40.457069446526,-80.0036975361617,Central Northside
3002,PAA180609,THE HIGHLINE - 333 EAST CARSON STREET,,PITTSBURGH,15219.0,850,11462,902,"SEE ATTACHED TABLE 1 - BAYS 35, 27 & 39 ON 3RD FL WEST REMOVE APPROXIMATELY 60 LINEAL FT OF PIPE INSULATION FROM 5 RISERS",1000000,t,2018-10-19,2019-10-19,2,f,f,2019-10-19,RENOVATION,40.4430363968235,-80.0248548904607,South Shore
3004,PAA180613,PROPEL CHARTER  NORTHSIDE - 1805 BUENA VISTA ST,,PITTSBURGH,15212.0,850,5236,317,"REMOVE SPRAY ON CEILING, PIPE INSULATION, SINK MASTIC & FIRE DOORS ON THIRD FLOOR AND SINK MASTIC ON FIFTH FLOOR",9255,t,2018-11-15,2019-03-31,2,t,f,2019-03-31,RENOVATION,40.4836020796647,-80.048861018958,Brighton Heights
3005,PAA180616,OLD BOOK STORE - STATION SQUARE DRIVE,,PITTSBURGH,15219.0,450,20491,940,REMOVE FLOOR TILE AND MASTIC IN FREIGHT HOUSE SHOP AREAS - BOOK STORE,300,f,2018-10-31,2018-11-07,2,t,f,2018-11-07,RENOVATION,40.4430363968235,-80.0248548904607,South Shore
3006,PAA180618,ONE PNC PLAZW MEZZ-7-8-9TH FLOORS,225  5TH AVE,PITTSBURGH,15222.0,850,4970,364,"REMOVE FIREPROOFING FROM 7TH, 8TH, 9TH & MEZZANINE FLOORS",49120,t,2018-10-29,2019-10-28,2,t,f,2019-10-28,DEMOLITION,40.4411950201614,-80.0011049865767,Central Business District
3007,PAA180614,CHAMBER OF COMMERCE BUILDING,411  7TH AVE,PITTSBURGH,15219.0,450,4969 & 4985,364,REMOVE FLOOR TILE AND MASTIC FROM 15TH FLOOR KITCHEN AREA AND CORNER OFFICE,1220,t,2018-10-31,2018-12-30,2,t,f,2018-12-30,RENOVATION,40.4429013742763,-79.9962852848508,Central Business District
3009,PAA180620,CMU WARNER HALL,5000 FORBES AVE,PITTSBURGH,15213.0,850,1277,301,REMOVE PIPE FITTINGS AND PIPE INSULATION (TAR PAPER OVER FIBERGLASS),274,t,2018-11-05,2019-06-30,2,f,f,2019-06-30,RENOVATION,40.4442129846549,-79.94339909741,Squirrel Hill North
3014,PAA180622,CONDEMNED OFFICE BUILDING,3447  FORBES AVE,PITTSBURGH,15213.0,200,1275,301,REMOVE FLOOR TILE ON EXTERIOR CONCRETE,800,f,2018-10-29,2018-12-30,2,t,f,2018-12-30,DEMOLITION,40.4394784686322,-79.9600776606281,Central Oakland
3015,PAA180624,UPMC MAGEE WOMENS HOSPITAL - 2600 WING,300 HALKET ST,PITTSBURGH,15213.0,850,4382,928,REMOVE FLOOR TILE & MASTIC 2ND FLOOR PATIENT ROOMS,12400,t,2018-11-05,2019-11-04,2,f,f,2019-11-04,RENOVATION,40.4370860222289,-79.9615430224765,South Oakland
3016,PAA180625,MARIAN MANOR ROOM 225,2695 WINCHESTER RD,PITTSBURGH,15220.0,200,4508,320,REMOVE FLOOR TILE/MASTIC,165,t,2018-11-05,2018-12-05,2,t,f,2018-12-05,RENOVATION,40.4086753282384,-80.0427152503399,Banksville
3017,PAA180626,CARNEGIE MELLON UNIVERSITY - WHITFIELD HALL,143 N CRAIG ST,PITTSBURGH,15213.0,450,11469,345,REMOVE FLOOR TILE FROM ROOM 211 AND HALLWAY 251,672,t,2018-11-12,2018-11-30,2,f,f,2018-11-30,RENOVATION,40.4484069159523,-79.9501923317399,North Oakland
3018,PAA180627,CARNEGIE MELLON UNIVERSITY - BAKER HALL,5000 FORBES AVE,PITTSBURGH,15213.0,200,11468,345,REMOVE FLOOR TILE & MASTIC FROM ROOMS 329E & 328B,280,t,2018-11-08,2018-11-30,2,t,f,2018-11-30,RENOVATION,40.4442129846549,-79.94339909741,Squirrel Hill North
3021,PAA180659,PITTSBURGH ATHLETIC ASSOC,4215  5TH AVE,PITTSBURGH,15213.0,200,1294,901,"REMOVE PIPE INSULATION IN SUB-BASEMENT, BASEMENT AND FLOORS 1-7",112,f,2018-11-14,2019-08-02,2,f,t,2019-07-02,RENOVATION,40.4449467946505,-79.9545910766386,North Oakland
3022,PAA180664,FIREHOUSE #24,1729 MARY ST,PITTSBURGH,15203.0,200,20366,360,REMOVE FLOOR TILE AND MASTIC FROM STORAGE ROOM/OFFICE,174,t,2018-11-22,2019-11-22,2,t,f,2019-11-22,RENOVATION,40.4262666861622,-79.9811335478206,South Side Flats
3023,PAA180630,SCHENLEY SUBSTATION DUQUESNE LIGHT,4517 WINTHROP ST,PITTSBURGH,15213.0,450,065281,372,"REMOVE WIRE/UV COATING FROM FLAT ROOF IN CABLE TRAY, GALBESTOS COATING FROM ROOF OVER TRANSFORMERS, AND TRANSITE CABLE INSULATION/SEPARATION BLOCKS IN CABLE TRAYS",510,f,2018-10-29,2018-11-30,2,t,f,2018-11-30,RENOVATION,40.4460353995897,-79.9497734114843,North Oakland
3024,PAA180631,VACANT RESIDENCE,504  GEARING AVE,PITTSBURGH,15210.0,850,8327,331,TRANSITE EXTERIOR - DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,850,f,2018-11-05,2018-11-16,2,t,f,2018-11-16,DEMOLITION,40.4179937423637,-80.0054006604004,Beltzhoover
3025,PAA180640,COMMERCIAL RENOVATION,525  WILLIAM PENN PL,PITTSBURGH,15219.0,250,5247,317,"REMOVE PIPE AND DUCT INSULATION FROM THE LOBBY, 1B, 2B & 3B",1250,t,2018-10-31,2019-02-28,2,t,f,2018-12-31,RENOVATION,40.4402016195189,-79.9977400244851,Central Business District
3026,PAA180634,VACANT RESIDENCE,16  ARBOR ST,PITTSBURGH,15206.0,850,8000,432,ALL MATERIAL BEING TREATED AS ACM,1500,f,2018-11-12,2018-12-20,2,t,f,2018-12-20,DEMOLITION,40.4657599853296,-79.8987841689456,Lincoln-Lemington-Belmar
3032,PAA180629,ALMONO ROUND HOUSE - 4170 SECOND AVENUE,,PITTSBURGH,15207.0,850,1276,301,REMOVE ROOFING AND FLOOR TILE FROM AREAS A & B AND OEN INSULATION FROM AREA A,20060,f,2018-11-05,2018-06-30,2,t,f,2018-06-30,RENOVATION,40.425361670186,-79.9517565756491,Greenfield
3035,PAA180639,UPMC SHADYSIDE HOSPITAL - AIKEN BUILDING,532 S AIKEN AVE,PITTSBURGH,15232.0,850,5032,364,"REMOVE FLOOR TILE AND MASITC FROM SUITES 214, 312, 4000 & 501 & DRYWALL W/JOINT COMPOUND FROM SUITE 414",5430,t,2018-11-12,2018-12-30,2,t,f,2018-12-30,RENOVATION,40.4545187248802,-79.9383550223176,Shadyside
3036,PAA180641,UPMC SCAIFE HALL - DESOTO & TERRACE STREET,,PITTSBURGH,15213.0,850,5033,364,"REMOVE YELLOW MASTIC IN ROOMS 614, 614.2 & 614.3",580,t,2018-11-13,2018-12-30,2,f,f,2018-12-30,RENOVATION,40.438222758373,-79.9722482342226,West Oakland
3037,PAA180644,UPMC SAINT MARGARET​ HOSPITAL,815 FREEPORT RD,PITTSBURGH,15215.0,200,5034,364,REMOVE FLOOR TILE AND MASTICE IN ROOM 104,290,t,2018-11-12,2018-12-30,2,t,f,2018-12-30,RENOVATION,40.4891554087612,-79.8955063177289,Lincoln-Lemington-Belmar
3038,PAA180642,115 ELLWOOD AVENUE,,PITTSBURGH,15234.0,850,106698,303,REMOVE SHEET FLOOR FROM 2ND FLOOR ATHROOM; EXTERIOR WINDOW GLAZING/CAULKING & TRANSITE SIDING; & CEMENTITIOUS PIPE FROM SIDE OF THE HOUSE,2852,f,2018-11-14,2018-12-31,2,t,f,2018-11-29,DEMOLITION,40.3752463685398,-80.0059263919322,Overbrook
3043,PAA180648,AHN MELLON PAVILION,4800 FRIENDSHIP AVE,PITTSBURGH,15224.0,850,5043,940,REMOVE FLOOR TILE/MASTIC FROM 4TH FLOOR SURGICAL STORAGE A& STAFF LOUNGE,3500,t,2018-11-19,2019-03-31,2,t,f,2019-01-31,RENOVATION,40.4621317678598,-79.9462630434165,Bloomfield
3052,PAA180662,CMU WHITFIELD HALL,143 N CRAIG ST,PITTSBURGH,15213.0,200,11488,345,REMOVE FLOOR TILE FROM HALLWAY 250 & ROOM 201,246,t,2018-11-23,2018-12-30,2,t,f,2018-12-30,RENOVATION,40.4484069159523,-79.9501923317399,North Oakland
3054,PAA180665,CUPPLES STADIUM,800 E CARSON ST,PITTSBURGH,15203.0,850,2382,448,"REMOVE BLACK TAR COATING OVERSPRAY DUST  FROM MEN'S RESTROOM #123 & 147, WOMEN'S RESTROOM # 124 & 146, & PIPE CHASE 123, 124,146,& 147 & REMOVE BLACK TAR COATING FROM MEN'S RESTROOM #123 & 147, WOMEN'S RESTROOM # 124 & 146, & PIPE CHASE 123, 124,146,& 147",6000,t,2018-11-26,2019-01-31,2,t,f,2019-01-31,RENOVATION,40.4280919258089,-79.9908939455234,South Side Flats
3055,PAA180666,GUARDIAN STORAGE (CENTRE AVENUE),5879  CENTRE AVE,PITTSBURGH,15206.0,450,013505,321,REMOVE VAT IN FIRST FLOOR ENTRYWAY,900,t,2018-11-29,2018-12-30,2,t,f,2018-12-30,RENOVATION,40.4589563378467,-79.9292520058626,East Liberty
3057,PAA180669,UOP OLD ENGINEERING HALL,3941  OHARA ST,PITTSBURGH,15213.0,450,4425,316,"REMOVE VAT/ASTIC, TRANSITE & PIPE INSULATION FROM ROOM 513",651,t,2018-11-27,2019-11-27,2,t,f,2019-11-27,RENOVATION,40.4446248448689,-79.9583230198456,North Oakland
3062,PAA180675,VACANT RESIDENCE,249 E MEYERS ST,PITTSBURGH,15210.0,200,8556,301,REMOVE FLOOR TILE FROM BASEMENT LANDING/2ND FLOOR BACK ROOM & WINDOW CAULKNG FROM EXTERIOR WINDOWS,266,f,2018-11-30,2018-12-20,2,t,f,2018-12-20,DEMOLITION,40.4009714151943,-79.9838787258698,Carrick
3063,PAA180676,VACANT RESIDENCE,424  DAYTONA ST,PITTSBURGH,15210.0,850,8556,331,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,900,f,2018-11-29,2018-12-23,2,t,f,2018-12-23,DEMOLITION,40.4108183499533,-79.9960048797616,Knoxville
3064,PAA180678,VACANT RESIDENCE,923  GRAND AVE,PITTSBURGH,15212.0,200,7733,340,REMOVE 3 LAYER FLOOR TILE/SHEET FLOORING FROM KITCHEM AND ALL WINDOW CAULKING,260,f,2018-12-06,2019-12-05,2,t,f,2019-12-05,DEMOLITION,40.4755313384557,-80.0240632392037,Marshall-Shadeland
3065,PAA180674,VACANT RESIDENCE,2577  MAGNET ST,PITTSBURGH,15214.0,850,8556,331,"REMOVE FLOOR TILE FORM 2ND & 3RD FLOOR BATHROOMS, TRANSITE FROM EXTERIOR SIDING, AND CAULKING FROM EXTERIOR FRONT DOOR",3141,f,2018-11-30,2018-12-20,2,t,f,2018-12-20,DEMOLITION,40.4708301494474,-80.0060202773685,Perry South
3066,PAA180679,VACANT RESIDENCE,2950  WEBSTER AVE,PITTSBURGH,15219.0,450,7750,340,SEE ATTACHED FOR THE LIST OF MATERIALS TO BE REMOVED,322,f,2018-12-06,2019-12-05,2,t,f,2019-12-05,DEMOLITION,40.4524594536641,-79.965516050323,Middle Hill
3067,PAA180680,VACANT RESIDENCE,7319  SUSQUEHANNA ST,PITTSBURGH,15208.0,850,7736,340,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1920,f,2018-12-06,2019-12-05,2,t,f,2019-12-05,DEMOLITION,40.4528356424816,-79.8956580914532,Homewood South
3068,PAA180681,VACANT RESIDENCE,6668  BOWER ST,PITTSBURGH,15206.0,850,7275,432,ALL MATERIAL BEING TREATED AS ACM,3825,f,2018-12-03,2018-12-28,2,t,f,2018-12-28,DEMOLITION,40.4668158731994,-79.8996392132041,Lincoln-Lemington-Belmar
3069,PAA180682,OFFICE BUILDING,411  7TH AVE,PITTSBURGH,15219.0,450,1026,364,REMOVE FLOOR TILE AND MASTIC FROM 12TH FLOOR BREAK ROOM & 2 COPIER ROOMS,1230,t,2018-12-14,2018-12-17,2,t,f,2018-12-17,RENOVATION,40.4429013742763,-79.9962852848508,Central Business District
3072,PAA180685,WEST PENN HOSPITAL - MELLON PAVILLION,4801  FRIENDSHIP AVE,PITTSBURGH,15224.0,850,4428,316,REMOVE VAT/MASTIC FROM SUITE M54,5000,t,2018-12-03,2019-12-03,2,t,f,2019-12-03,RENOVATION,40.4630284042551,-79.9465890394614,Bloomfield
3073,PAA180686,APARTMENT #2,147 N CRAIG ST,PITTSBURGH,15213.0,450,4384,326,REMOVE FLOOR TILE & ENCAPSULATE MASTIC,1250,t,2018-12-12,2019-12-11,2,t,f,2019-12-11,RENOVATION,40.4487304798276,-79.9505472171431,North Oakland
3074,PAA180687,DUQUESNE UNIVERSITY (PUBLIC SAFETY BUILDING),600 FORBES AVE,PITTSBURGH,15219.0,450,013537,321,REMOVE VAT & MASTIC FROM OPERATIONS ROOM,750,t,2018-12-14,2019-01-30,2,t,f,2019-01-30,RENOVATION,40.437826212702,-79.9936526271794,Bluff
3075,PAA180688,UPMC MUH - E742,3459 5TH AVE,PITTSBURGH,15213.0,200,5146,364,REMOVE MASTIC FROM E742,112,t,2018-12-11,2018-12-30,2,t,f,2018-12-30,RENOVATION,40.4403592216973,-79.9614238732971,West Oakland
3076,PAA180690,UNIVERSITY OF PITTSBURGH - SCAIFE HALL,3550 TERRACE ST,PITTSBURGH,15261.0,850,1319,301,"REMOVE 12X12 FL TILE/BLK MASTIC, PIPE INS & FITTINGS, & DUCT INS TAR ON MEZZANINE LVL 2, 12X12 FLR TILE/BLK MASTIC ON LVL 3 LOBBY FL & LVL 2 EXIT CORRIDOR, PIPE INS & FITTINGS ON LVL 2 EXIT CORRIDOR, LVL 3 CORRIDOR & LVL 6 CORRIDOR",3515,f,2018-12-14,2019-06-30,2,t,f,2019-06-30,RENOVATION,40.4425805203367,-79.9617920984077,West Oakland
3078,PAA180691,VACANT RESIDENCE,700  ARMANDALE ST,PITTSBURGH,15212.0,850,409,464,"REMOVE ROOF FLASHING TAR, BEIGE LINOLEUM & 12"" GREEN FLOOR TILESON 2ND FLOOR IN BACK",1030,f,2018-12-14,2018-12-30,2,t,f,2018-12-30,DEMOLITION,40.4580402235803,-80.0149293007484,Central Northside
3079,PAA180694,CARLOW COLLEGE - ANTONIAN HALL,3333  5TH AVE,PITTSBURGH,15213.0,450,013562,321,REMOVE VAT FROM ROOM #209,825,t,2018-12-18,2019-01-30,2,t,f,2019-01-30,RENOVATION,40.4392965271551,-79.9634127984317,West Oakland
3081,PAA180693,UPMC IROQUOIS BUILDING,3612  FORBES AVE,PITTSBURGH,15213.0,200,407305,357,REMOVE ASBESTOS PIPE INSULATION IN THE STEAM LINE-MECHANICAL WALL CHASE,18,t,2018-12-17,2018-12-31,2,t,f,2018-12-31,RENOVATION,40.4408160879256,-79.9577760612544,Central Oakland
3084,PAA180698,CARNEGIE MELLON UNIVERSITY - DOHERTY HALL,5000 FORBES AVE,PITTSBURGH,15213.0,450,11505,927,REMOVE FLOOR TIEL & MASTIC  FROM SUITE 1324,970,t,2018-12-17,2019-01-31,2,t,f,,RENOVATION,40.4442129846549,-79.94339909741,Squirrel Hill North
3088,PAA180703,ARROTT BUILDING,411  WOOD ST,PITTSBURGH,15222.0,850,20907,412,"REMOVE WAL MASTIC FROM 9TH FL, PIPE INSULATION IN VERTICLE CHASE THROUGHOUT BLDG, FLOOR TILS/SHEET FLOORTING THORUGHUHOUT BLDG ALL FLOORS, FLOOR MASTIC THROUGHOUT BLDG, TANK INSULATION AND TRANSITE IN SUB-BASEMENT, & SINK MASTIC ON 2ND FL",74078,f,2018-12-20,2109-12-01,2,t,f,2019-12-01,RENOVATION,40.4397755857683,-80.0012507596536,Central Business District
3090,PAA180705,DITHRIDGE TOWERS,144 N DITHRIDGE ST,PITTSBURGH,15213.0,850,18823,902,REMOVE ROOFING,774,t,2018-12-21,2019-12-09,2,t,f,2019-03-10,RENOVATION,40.4483497379038,-79.9510897446974,North Oakland
3092,PAA180707,VACANT RESIDENCE,254  ALRIES ST,PITTSBURGH,15210.0,850,8583,331,REMOVE FLOOR TILE FROM BASEMENT AND STAIRS AND JOINT COMPOIUND WALL TEXTURE THROUGHOUT,3560,f,2018-12-24,2019-01-15,2,t,f,2019-01-15,DEMOLITION,40.3999979457116,-79.9832563975894,Carrick
3093,PAA180708,VACANT RESIDENCE,727  PLINY WAY,PITTSBURGH,15210.0,850,8583,331,REMOVE FLOOR TIEL FROM DINING ROOM & BASEMENT STEPS AND ROOF,1900,f,2018-12-24,2018-12-31,2,t,f,2018-12-31,RENOVATION,40.4110805511219,-79.9759773423715,St. Clair
3094,PAA180709,8203 FAHNESTOCK AVENUE,,PITTSBURGH,15210.0,450,8583,331,"REMOVE FLOOR TILE FROM MAIN HALL AND BASEMENT, DUCT WRAP FROM BASEMENT, EXTERIOR WINDOW GLAZING, & FRONT PORCH ROOF TAR",736,f,2018-12-24,2018-12-31,2,t,f,2018-12-31,DEMOLITION,40.4165098705609,-80.0115480369298,Mount Washington
3095,PAA180710,406 REIFERT STREET,,PITTSBURGH,15214.0,850,8583,331,ALL MATERIAL BEING TREATED AS ACM,900,f,2018-12-24,2019-01-05,2,f,f,2019-01-05,DEMOLITION,40.4925711637319,-80.0221214110334,Perry North
3097,PAA180712,CITY COUNTY BUILDING MEZZANINIE,414 GRANT ST,PITTSBURGH,15219.0,850,4544,320,"REMOVE  FLOOR TILE FROM MEZZANINE, COURT RECORDS COMPUTER ROOM",1350,f,2018-12-26,2019-01-02,2,t,f,2019-01-02,RENOVATION,40.4381146583578,-79.9968595061029,Central Business District
3098,PAA180713,3310 SAW MIL RUN BLVD,,PITTSBURGH,15227.0,850,4545,320,REMOVE FLOOR TILE/MASTIC FROM HALLWA & BATHROOM AND ROOF PERIMETER FLASHING,2750,f,2019-01-02,2019-02-04,2,t,f,2019-02-04,DEMOLITION,40.3816960002245,-79.9952056114316,Overbrook
3099,PAA180714,CARNEGIE MELLON UNIV - PORTER HALL,5000 FORBES AVE,PITTSBURGH,15213.0,850,11511,345,REMOVE FLOOR TILE AND MASTIC FROM ROOM 118,2600,t,2018-12-24,2019-01-31,2,t,f,2019-01-31,RENOVATION,40.4442129846549,-79.94339909741,Squirrel Hill North
3101,PAA180717,OFFICE BUILDING,525  WILLIAM PENN PL,PITTSBURGH,15219.0,200,5269,317,"REMOVE MASTIC ON 1ST & 2ND FLOOR WINDOW PANELS, PIPE INSULATION & DUCT WORK ON BANKING LEVEL",908,t,2018-12-17,2019-02-28,2,t,t,2018-12-31,RENOVATION,40.4402016195189,-79.9977400244851,Central Business District
3102,PAA190011,UMC ST MARGARET'S HOSPITAL,815 FREEPORT RD,PITTSBURGH,15215.0,85,04386,326,REMOVE BLACK MASTIC FRM ROOM 1425/1ST FL/CENTRAL STORAGE,1450,t,2019-01-10,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4891554087612,-79.8955063177289,Lincoln-Lemington-Belmar
3105,PAA180721,ANTONIAN HALL - CARLOW UNIVERSITY,3333  5TH AVE,PITTSBURGH,15213.0,850,4439,316,"REMOVE VAT/MASTIC FROM ROOMS 410, 511, 513",2190,f,2018-12-27,2019-12-27,2,t,f,2019-12-27,RENOVATION,40.4392965271551,-79.9634127984317,West Oakland
3109,PAA192003,"ALLEGHENY COUNTY O&M CIY COUNTY, COUNTY OFFICE COURTHOUSE",414 GRANT ST,PITTSBURGH,15219.0,850,4521,911,"REMOVE PIPE & FITTINGS, FLOOR TILE/MASTIC & PLASTER THROUGHOUT",160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4381146583578,-79.9968595061029,Central Business District
3110,PAA190013,MERCY OUTPATIENT HEALTH CENTER - SUITE 236,1515  LOCUST ST,PITTSBURGH,15219.0,450,5157,940,REMOVE FLOOR TILE AND MASTIC FROMSUITE 236 & ADJACENT CORRIDOR,1880,t,2019-01-02,2019-02-28,2,t,t,2019-01-30,RENOVATION,40.4369491062699,-79.9846308885992,Bluff
3111,PAA180725,UPMC MERCY HOSPITAL,1400 LOCUST ST,PITTSBURGH,15219.0,850,4385,326,"REMOVE FLOOR TILE & MASTIC FROM 2ND FL EGRESS CORRIDOR, CONFERENCE RM, ON-CALL & CLINICIANS OFFICE, DEPARTMENT CORRIDOR, OFFICES 2030 & 2031.",1667,t,2018-12-26,2019-12-25,2,t,f,2019-12-25,RENOVATION,40.4360439740714,-79.9854587006851,Bluff
3112,PAA190019,PROJECT DESTINY FULTON ST LOCATION,1815  FULTON ST,PITTSBURGH,15233.0,850,32379,944,REMOVE FLOOR TILE IN BASEMENT,2900,f,2019-01-02,2019-02-01,2,t,f,2019-02-01,RENOVATION,40.4584642125231,-80.0262937651574,Manchester
3117,PAA190025,ALLEGHENY COUNTY COURTHOUSE - 5TH FLOOR,414 GRANT ST,PITTSBURGH,15219.0,850,4562,911,REMOVE FLOOR TILE/MASTIC 5TH FLOOR COURTROOM,1630,t,2019-01-07,2019-01-31,2,t,f,2019-01-31,RENOVATION,40.4381146583578,-79.9968595061029,Central Business District
3118,PAA190008,AHN ALLEGHENY GENERAL HOSPITAL - ADMIN OFFICE,320 E NORTH AVE,PITTSBURGH,15212.0,850,407317,929,"REMOVE TSI/ACM FROM AGH-ADMIN OFC, S. TOWER, LVL 1, PERIMETER; VCT & MASTIC FROM AGH ADMIN OFC, S. TOWER, LVL 1 PRINTER OFC, JANITOR CLOSET & KITCHEN; & SPRAY-ON FIREPROOFING FROM AGH ADMIN OFC, S. TOWER, LVL 1",3444,t,2019-01-04,2019-08-01,2,f,f,2019-08-01,RENOVATION,40.457069446526,-80.0036975361617,Central Northside
3126,PAA192001,UNIVERSITY OF PITTSBURGH O&M - 3412 FORBES AVENUE,,PITTSBURGH,15219.0,850,4436,905,REMOVE VARIOUS ITEMS FROM VARIOUS BUILDINGS THROUGHOUT THE CAMPUS,160,t,2019-01-03,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4430363968235,-80.0248548904607,South Shore
3127,PAA192002,US STEEL TOWER VARIOUS 2019 O&M,600 GRANT ST,PITTSBURGH,15219.0,850,5264,908,REMOVE VARIOUS MATERIALS THROUGHOUT THE BUILDING,160,t,2019-01-03,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4413629674267,-79.9948560626431,Central Business District
3130,PAA194028,4 W NORTH AVENUE,,PITTSBURGH,15212.0,850,7746,921,"REMOVE CAULKING, FLASHING & ROOFING",1500,f,2019-01-09,2020-01-08,2,t,f,2020-01-08,DEMOLITION,40.4836020796647,-80.048861018958,Brighton Heights
3131,PAA194029,VACANT COMMERCIAL BUILDING,6 W NORTH AVE,PITTSBURGH,15212.0,850,7746,921,"REMOVE CAULKING, GLAZING & ROOFING",1500,f,2019-01-09,2020-01-08,2,t,f,2020-01-08,DEMOLITION,40.4556252322099,-80.0068717962206,Central Northside
3133,PAA192010,DUQUESNE LIGHT COMPANY O&M,2833 NEW BEAVER AVE,PITTSBURGH,15233.0,850,12553,918,REMOVE ARC PROOF TAPE & CEMENT FROM VARIOUSE MANHOLES & VAULTS AND WIRE COVERING FROM VARIOUS SUBSTATIONS,4500,f,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4682711197127,-80.0388145367821,Marshall-Shadeland
3136,PAA192016,ENERGY CENTER PITTSBURGH O&M,111 S COMMONS ST,PITTSBURGH,15212.0,850,4447,905,REMOVE VARIOUS MATERIALS ON BOTH FLOORS,160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4497652459488,-80.0063155023687,Allegheny Center
3138,PAA194026,"7051 HAMILTON AVENUE - PITTSBRGH, PA 15208",,PITTSBURGH,15208.0,450,16612,931,REMOVE ROOF TAR,400,t,2019-01-07,2020-01-07,2,t,f,2020-01-07,DEMOLITION,40.4455161677545,-79.9162488977151,Point Breeze
3140,PAA192020,VERIZON 7TH AVE 2019 O&M - 416 SEVENTH AVE,,PITTSBURGH,15222.0,850,5270,908,"REMOVE PIPE INSULATION, FLOOR TILE, CAULKING, DUCT INSULATION AND MASTIC THROUGHOUT BUILDING",160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4411838658094,-80.0098168150497,Central Business District
3141,PAA192021,VERIZON VARIOUS BLDGS 2019 O&M - 15 E MONTGOMERY AVE,,PITTSBURGH,15212.0,850,5271,908,"REMOVE PIPE INSULATION, FLOOR TILE, DUCT INSULATION, ROOFING, TRANSITE PANELS, CAULKING AND OTHER MISCELLANEOUS MATERIAL THROUGHOUT VARIOS AREAS IN VARIOUS BUILDINGS",160,f,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4836020796647,-80.048861018958,Brighton Heights
3142,PAA192033,UPMC MERCY 2019 O&M,1400 LOCUST ST,PITTSBURGH,15219.0,850,5275,908,"REMOVE FLOOR TILE, PIPE INSULATION & FITTINGS THROUGHOUT UPMC MERCY HOSPITAL AND UPMC MERCY HEALTH CENTER",160,t,2019-01-08,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4360439740714,-79.9854587006851,Bluff
